Site Category,Image Src,Code,Title,Price,Body (HTML),Collection,Vendor,Weight,Weight Unit,Status
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200038.jpg,ULT200038,Textured Cardstock 12x12 - Spinach/Jungle ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200039.jpg,ULT200039,Textured Cardstock 12x12 - Olive/Battle Fatigue ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200040.jpg,ULT200040,Textured Cardstock 12x12 - Coffee/Chocolate ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200041.jpg,ULT200041,Textured Cardstock 12x12 - Chestnut/Fencepost ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200042.jpg,ULT200042,Textured Cardstock 12x12 - Chocolate/Firewood ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200043.jpg,ULT200043,Textured Cardstock 12x12 - Truffle/Mocha ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200044.jpg,ULT200044,Textured Cardstock 12x12 - Caramel/Cinnamon ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200045.jpg,ULT200045,Textured Cardstock 12x12 - Brown Sugar/Paper Bag ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200046.jpg,ULT200046,Textured Cardstock 12x12 - Sand/Driftwood ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200047.jpg,ULT200047,Textured Cardstock 12x12 - Straw/Kahlua ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200049.jpg,ULT200049,Textured Cardstock 12x12 - Butter/Chantilly ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Smooth-Cardstock-ADCO728816.jpg,ADCO728816,Smooth Cardstock 12x12 - White - ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Smooth-Cardstock-ADCO728818.jpg,ADCO728818,Smooth Cardstock 12x12 - Black - ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Cardstock-Swatch-Book-ULT200000A.jpg,ULT200000A,Couture Creations Cardstock Swatchbook,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,,kg,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200001.jpg,ULT200001,Textured Cardstock 12x12 - White/Snow White ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200002.jpg,ULT200002,Textured Cardstock 12x12 - Smoke/Delicate Medlar ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200003.jpg,ULT200003,Textured Cardstock 12x12 - Stone/Whisper ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200004.jpg,ULT200004,Textured Cardstock 12x12 - Ash/Silver Star ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200005.jpg,ULT200005,Textured Cardstock 12x12 - Charcoal/Hippodrome ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200006.jpg,ULT200006,Textured Cardstock 12x12 - Graphite/Chasm ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200007.jpg,ULT200007,Textured Cardstock 12x12 - Black/Obsidian ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Cardstock,https://www.thewholesaler.biz/images/prods/big/Couture-Creations-Textured-Cardstock-ULT200008.jpg,ULT200008,Textured Cardstock 12x12 - Blue Jay/Denim ,9.00,"The best cardstock for die cutting, crisp folding, clean scoring and elaborate embossing.",Cardstock,The Wholesaler,216,g,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-055.jpg,TGD-55,VersaMagic Dew Drop Ink Pad - Purple Hydrangea,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-034.jpg,TGD-34,VersaMagic Dew Drop Ink Pad - Pixie Dust,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-035.jpg,TGD-35,VersaMagic Dew Drop Ink Pad - Spring Pansy,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-036.jpg,TGD-36,VersaMagic Dew Drop Ink Pad - Pretty Petunia,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-037.jpg,TGD-37,VersaMagic Dew Drop Ink Pad - Sea Breeze,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-038.jpg,TGD-38,VersaMagic Dew Drop Ink Pad - Aquatic Splash ,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-039.jpg,TGD-39,VersaMagic Dew Drop Ink Pad - Key Lime ,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-052.jpg,TGD-52,VersaMagic Dew Drop Ink Pad - Jumbo Java,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-053.jpg,TGD-53,VersaMagic Dew Drop Ink Pad - Red Brick,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-054.jpg,TGD-54,VersaMagic Dew Drop Ink Pad - Perfect Plumeria,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-056.jpg,TGD-56,VersaMagic Dew Drop Ink Pad - Night Sky,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-057.jpg,TGD-57,VersaMagic Dew Drop Ink Pad - Ocean Depth,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-058.jpg,TGD-58,VersaMagic Dew Drop Ink Pad - Hint of Pesto,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-059.jpg,TGD-59,VersaMagic Dew Drop Ink Pad - Spanish Olive,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-060.jpg,TGD-60,VersaMagic Dew Drop Ink Pad - Tea Leaves,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-061.jpg,TGD-61,VersaMagic Dew Drop Ink Pad - Pumpkin Spice,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-062.jpg,TGD-62,VersaMagic Dew Drop Ink Pad - Gingerbread ,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-063.jpg,TGD-63,VersaMagic Dew Drop Ink Pad - Eggplant,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-072.jpg,TGD-72,VersaMagic Dew Drop Ink Pad - Sahara Sand,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-074.jpg,TGD-74,VersaMagic Dew Drop Ink Pad - Pink Grapefruit,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-075.jpg,TGD-75,VersaMagic Dew Drop Ink Pad - Pink Petunia,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-076.jpg,TGD-76,VersaMagic Dew Drop Ink Pad - Malted Mauve,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-077.jpg,TGD-77,VersaMagic Dew Drop Ink Pad - Aspen Mist,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-078.jpg,TGD-78,VersaMagic Dew Drop Ink Pad - Aegean Blue,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-079.jpg,TGD-79,VersaMagic Dew Drop Ink Pad - Oasis Green,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-080.jpg,TGD-80,VersaMagic Dew Drop Ink Pad - Aloe Vera,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-081.jpg,TGD-81,VersaMagic Dew Drop Ink Pad - Niagra Mist,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-082.jpg,TGD-82,VersaMagic Dew Drop Ink Pad - Wheat,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-083.jpg,TGD-83,VersaMagic Dew Drop Ink Pad - Sage,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-091.jpg,TGD-91,VersaMagic Dew Drop Ink Pad - Midnight Black,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-092.jpg,TGD-92,VersaMagic Dew Drop Ink Pad - Cloud White,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-011.jpg,TGD-11,VersaMagic Dew Drop Ink Pad - Mango Madness,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-012.jpg,TGD-12,VersaMagic Dew Drop Ink Pad - Red Magic,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-015.jpg,TGD-15,VersaMagic Dew Drop Ink Pad - Turquoise Gem,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-031.jpg,TGD-31,VersaMagic Dew Drop Ink Pad - Thatched Straw,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Chalk-Ink,https://www.thewholesaler.biz/images/prods/big/GD-000-033.jpg,TGD-33,VersaMagic Dew Drop Ink Pad - Persimmon,40.00,"Beautiful multipurpose inks which give the illusion, texture and feel of chalk pastels when dry.",Inks & Paints,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92685-Sunshine.jpg,LBCR92685,Avalon - Sunshine (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92633.jpg,LBCR92633,Candace - Fairy Garden (25pc) ,25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92637.jpg,LBCR92637,Candace - Ivory Pearl (25pc) ,25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92638.jpg,LBCR92638,Candace - Precious Pink (25pc) ,25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92640.jpg,LBCR92640,Candace - Cardinal Red (25pc) ,25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92681.jpg,LBCR92681,Avalon - Sun & Rain (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92682.jpg,LBCR92682,Avalon - Pink Passion (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92683.jpg,LBCR92683,Avalon - Fairy Garden (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92684.jpg,LBCR92684,Avalon - Grape Surprise (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92686.jpg,LBCR92686,Avalon - Blue Sky (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92687.jpg,LBCR92687,Avalon - Ivory Pearl (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92688.jpg,LBCR92688,Avalon - Precious Pink (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92689.jpg,LBCR92689,Avalon - Sunny Rose (12pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92813.jpg,LBCR92813,Sparkle Florettes - Sun & Rain (80pc),39.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92814.jpg,LBCR92814,Sparkle Florettes - Pink Passion (80pc),39.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92815.jpg,LBCR92815, Sparkle Florettes - Fairy Garden (80pc),39.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92817.jpg,LBCR92817,Sparkle Florettes - Sunshine (80pc),39.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92818.jpg,LBCR92818,Sparkle Florettes - Blue Sky (80pc),39.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92819.jpg,LBCR92819,Sparkle Florettes - Ivory Pearl (80pc),39.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92821.jpg,LBCR92821,Sparkle Florettes - Sunny Rose (80pc),39.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93087.jpg,LBCR93087,Fiorella - Fairy Garden (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93091.jpg,LBCR93091,Fiorella - Precious Pink (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93093.jpg,LBCR93093,Fiorella - Garden Red (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93094.jpg,LBCR93094,Fiorella - Ivory Pearl (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93095.jpg,LBCR93095,Janice - Sun & Rain (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93096.jpg,LBCR93096,Janice - Pink Passion (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93097.jpg,LBCR93097,Janice - Fairy Garden (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93098.jpg,LBCR93098,Janice - Grape Surprise (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93099.jpg,LBCR93099,Janice - Sunshine (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93100.jpg,LBCR93100,Janice - Blue Sky (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93101.jpg,LBCR93101,Janice - Precious Pink (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93102.jpg,LBCR93102,Janice - Sunny Rose (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93310.jpg,LBCR93310 ,Janice - Ivory Pearl (50pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94189.jpg,LBCR94189,Pearl Petites - Ivory Pearl (30pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
